
Sale ID,Order Date,Status,Total Price (€),Supplier
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,DECLINED,N/A,N/A
N/A,N/A,DECLINED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,DECLINED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,DECLINED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,DECLINED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
N/A,N/A,CLOSED,N/A,N/A
