From,To Country,To City,Postal Code,Weight (lbs),Length,Width,Height,Value (USD),Shipping Method,Estimated Delivery,Price,Currency,Insurance Text,Insurance Amount
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,Yamato Premium Parcels,5-7 business days,79.72 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,FedEx: International Economy,4-8 business days,81.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,FedEx: International Priority,1-6 business days,81.36 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,FedEx: International DDP,1-6 business days,84.15 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,USPS: Priority,10-14 business days,85.32 USD,USD,+ Insurance 3.95 USD,3.95
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,DHL: Express Worldwide,1-6 business days,86.46 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,DDP Air,10-15 business days,100.66 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,9,12,8,1,10,USPS: Express,10-14 business days,112.19 USD,USD,+ Insurance 4.27 USD,4.27
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,FedEx: International Priority,1-6 business days,81.5 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,FedEx: International Economy,4-8 business days,82.23 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,Yamato Premium Parcels,5-7 business days,83.71 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,FedEx: International DDP,1-6 business days,85.3 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,DHL: Express Worldwide,1-6 business days,88.74 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,USPS: Priority,10-14 business days,89.88 USD,USD,+ Insurance 4 USD,4.0
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,DDP Air,10-15 business days,104.98 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,10,12,8,1,10,USPS: Express,10-14 business days,118.1 USD,USD,+ Insurance 4.33 USD,4.33
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,FedEx: International Priority,1-6 business days,82.89 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,FedEx: International Economy,4-8 business days,83.71 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,FedEx: International DDP,1-6 business days,86.85 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,DHL: Express Worldwide,1-6 business days,95.32 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,Yamato Premium Parcels,5-7 business days,95.67 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,USPS: Priority,10-14 business days,98.88 USD,USD,+ Insurance 4.1 USD,4.1
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,USPS: Express,10-14 business days,128.56 USD,USD,+ Insurance 4.45 USD,4.45
"Torrance, CA",Japan,Tokyo,179-0085,12,12,8,1,10,DDP Air,10-15 business days,129.97 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,FedEx: International Economy,4-8 business days,99.36 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,DHL: Express Worldwide,1-6 business days,101.91 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,FedEx: International DDP,1-6 business days,103.08 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,Yamato Premium Parcels,5-7 business days,107.63 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,USPS: Priority,10-14 business days,107.93 USD,USD,+ Insurance 4.2 USD,4.2
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,FedEx: International Priority,1-6 business days,108.99 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,USPS: Express,10-14 business days,138.99 USD,USD,+ Insurance 4.56 USD,4.56
"Torrance, CA",Japan,Tokyo,179-0085,14,12,8,1,10,DDP Air,10-15 business days,154.99 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,FedEx: International Economy,4-8 business days,99.73 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,FedEx: International DDP,1-6 business days,99.97 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,DHL: Express Worldwide,1-6 business days,108.49 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,USPS: Priority,10-14 business days,116.98 USD,USD,+ Insurance 4.29 USD,4.29
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,FedEx: International Priority,1-6 business days,119.47 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,Yamato Premium Parcels,5-7 business days,119.59 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,USPS: Express,10-14 business days,149.46 USD,USD,+ Insurance 4.68 USD,4.68
"Torrance, CA",Japan,Tokyo,179-0085,16,12,8,1,10,DDP Air,10-15 business days,179.98 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,FedEx: International Economy,4-8 business days,111.27 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,FedEx: International DDP,1-6 business days,111.58 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,DHL: Express Worldwide,1-6 business days,115.09 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,FedEx: International Priority,1-6 business days,120.18 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,USPS: Priority,10-14 business days,126.01 USD,USD,+ Insurance 4.39 USD,4.39
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,Yamato Premium Parcels,5-7 business days,131.55 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,USPS: Express,10-14 business days,159.89 USD,USD,+ Insurance 4.79 USD,4.79
"Torrance, CA",Japan,Tokyo,179-0085,18,12,8,1,10,DDP Air,10-15 business days,205.01 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,FedEx: International Economy,4-8 business days,112.35 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,FedEx: International DDP,1-6 business days,112.64 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,FedEx: International Priority,1-6 business days,120.65 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,DHL: Express Worldwide,1-6 business days,121.68 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,USPS: Priority,10-14 business days,135.07 USD,USD,+ Insurance 4.49 USD,4.49
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,Yamato Premium Parcels,5-7 business days,143.51 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,USPS: Express,10-14 business days,170.34 USD,USD,+ Insurance 4.91 USD,4.91
"Torrance, CA",Japan,Tokyo,179-0085,20,12,8,1,10,DDP Air,10-15 business days,229.98 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,FedEx: International Priority,1-6 business days,123.16 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,FedEx: International Economy,4-8 business days,124.71 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,DHL: Express Worldwide,1-6 business days,138.78 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,Yamato Premium Parcels,5-7 business days,173.41 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,FedEx: International DDP,1-6 business days,181.76 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,DDP Air,10-15 business days,268.3 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,USPS: Priority,10-14 business days,438.59 USD,USD,+ Insurance 8.06 USD,8.06
"Torrance, CA",Japan,Tokyo,179-0085,25,12,8,1,10,USPS: Express,10-14 business days,636.02 USD,USD,+ Insurance 10.4 USD,10.4
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,DHL: Express Worldwide,1-6 business days,155.87 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,FedEx: International Economy,4-8 business days,168.37 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,FedEx: International Priority,1-6 business days,183.55 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,Yamato Premium Parcels,5-7 business days,203.31 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,FedEx: International DDP,1-6 business days,246.24 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,DDP Air,10-15 business days,306.59 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,USPS: Priority,10-14 business days,497.82 USD,USD,+ Insurance 8.74 USD,8.74
"Torrance, CA",Japan,Tokyo,179-0085,30,12,8,1,10,USPS: Express,10-14 business days,714.2 USD,USD,+ Insurance 11.3 USD,11.3
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,DHL: Express Worldwide,1-6 business days,190.09 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,FedEx: International Economy,4-8 business days,207.79 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,FedEx: International Priority,1-6 business days,224.06 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,Yamato Premium Parcels,5-7 business days,263.11 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,FedEx: International DDP,1-6 business days,304.48 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,DDP Air,10-15 business days,383.18 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,USPS: Priority,10-14 business days,616.3 USD,USD,+ Insurance 10.1 USD,10.1
"Torrance, CA",Japan,Tokyo,179-0085,40,12,8,1,10,USPS: Express,10-14 business days,870.57 USD,USD,+ Insurance 13.11 USD,13.11
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,DHL: Express Worldwide,1-6 business days,224.3 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,FedEx: International Economy,4-8 business days,231.6 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,FedEx: International Priority,1-6 business days,264.01 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,Yamato Premium Parcels,5-7 business days,322.91 USD,USD,+ Insurance 1.49 USD,1.49
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,FedEx: International DDP,1-6 business days,338.38 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,DDP Air,10-15 business days,459.74 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,USPS: Priority,10-14 business days,734.79 USD,USD,+ Insurance 11.47 USD,11.47
"Torrance, CA",Japan,Tokyo,179-0085,50,12,8,1,10,USPS: Express,10-14 business days,1026.98 USD,USD,+ Insurance 14.92 USD,14.92
"Torrance, CA",Japan,Tokyo,179-0085,75,12,8,1,10,FedEx: International Economy,4-8 business days,335.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,75,12,8,1,10,DHL: Express Worldwide,1-6 business days,368.27 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,75,12,8,1,10,FedEx: International Priority,1-6 business days,437.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,75,12,8,1,10,FedEx: International DDP,1-6 business days,517.89 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,75,12,8,1,10,DDP Air,10-15 business days,644.94 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,100,12,8,1,10,FedEx: International Economy,4-8 business days,368.77 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,100,12,8,1,10,DHL: Express Worldwide,1-6 business days,446.42 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,100,12,8,1,10,FedEx: International Priority,1-6 business days,527.34 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,100,12,8,1,10,FedEx: International DDP,1-6 business days,572.02 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,100,12,8,1,10,DDP Air,10-15 business days,830.18 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,125,12,8,1,10,FedEx: International Economy,4-8 business days,449.52 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,125,12,8,1,10,DHL: Express Worldwide,1-6 business days,527.19 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,125,12,8,1,10,FedEx: International Priority,1-6 business days,637.43 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,125,12,8,1,10,FedEx: International DDP,1-6 business days,703.4 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,125,12,8,1,10,DDP Air,10-15 business days,1018.96 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,150,12,8,1,10,FedEx: International Economy,4-8 business days,530.27 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,150,12,8,1,10,DHL: Express Worldwide,1-6 business days,607.95 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,150,12,8,1,10,FedEx: International Priority,1-6 business days,747.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,150,12,8,1,10,FedEx: International DDP,1-6 business days,834.8 USD,USD,+ VAT & processing fee 9 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,150,12,8,1,10,DDP Air,10-15 business days,1207.74 USD,USD,+ VAT & processing fee 8.5 USD,0.0
"Torrance, CA",Japan,Tokyo,179-0085,200,12,8,1,10,FedEx: International Economy Freight,4-7 business days,749.91 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,200,12,8,1,10,DHL: Express Worldwide,1-6 business days,952.57 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,200,12,8,1,10,FedEx: International Priority Freight,1-4 business days,1934 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,250,12,8,1,10,FedEx: International Economy Freight,4-7 business days,936.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,250,12,8,1,10,DHL: Express Worldwide,1-6 business days,1132.05 USD,USD,Insurance Included,0.0
"Torrance, CA",Japan,Tokyo,179-0085,250,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2416.25 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,1,12,8,1,10,Planet Mail: Express,20-28 business days,27.12 USD,USD,+ Insurance 3.24 USD,3.24
"Torrance, CA",Australia,Sydney,2000,1,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,29.58 USD,USD,+ Insurance 3.27 USD,3.27
"Torrance, CA",Australia,Sydney,2000,1,12,8,1,10,DHL: Express Worldwide,1-6 business days,58.62 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,1,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,1,12,8,1,10,USPS: Express,10-14 business days,71.23 USD,USD,+ Insurance 3.74 USD,3.74
"Torrance, CA",Australia,Sydney,2000,1,12,8,1,10,FedEx: International Priority,1-6 business days,94 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,2,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,43.47 USD,USD,+ Insurance 3.4 USD,3.4
"Torrance, CA",Australia,Sydney,2000,2,12,8,1,10,Planet Mail: Express,20-28 business days,45.58 USD,USD,+ Insurance 3.42 USD,3.42
"Torrance, CA",Australia,Sydney,2000,2,12,8,1,10,DHL: Express Worldwide,1-6 business days,64.71 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,2,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,2,12,8,1,10,USPS: Express,10-14 business days,80.32 USD,USD,+ Insurance 3.82 USD,3.82
"Torrance, CA",Australia,Sydney,2000,2,12,8,1,10,FedEx: International Priority,1-6 business days,94 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,3,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,58.26 USD,USD,+ Insurance 3.54 USD,3.54
"Torrance, CA",Australia,Sydney,2000,3,12,8,1,10,Planet Mail: Express,20-28 business days,64.06 USD,USD,+ Insurance 3.6 USD,3.6
"Torrance, CA",Australia,Sydney,2000,3,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,3,12,8,1,10,DHL: Express Worldwide,1-6 business days,71.12 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,3,12,8,1,10,USPS: Express,10-14 business days,89.47 USD,USD,+ Insurance 3.9 USD,3.9
"Torrance, CA",Australia,Sydney,2000,3,12,8,1,10,FedEx: International Priority,1-6 business days,94 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,4,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,4,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,71.75 USD,USD,+ Insurance 3.67 USD,3.67
"Torrance, CA",Australia,Sydney,2000,4,12,8,1,10,DHL: Express Worldwide,1-6 business days,77.53 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,4,12,8,1,10,Planet Mail: Express,20-28 business days,82.52 USD,USD,+ Insurance 3.77 USD,3.77
"Torrance, CA",Australia,Sydney,2000,4,12,8,1,10,FedEx: International Priority,1-6 business days,94 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,4,12,8,1,10,USPS: Express,10-14 business days,98.57 USD,USD,+ Insurance 3.98 USD,3.98
"Torrance, CA",Australia,Sydney,2000,5,12,8,1,10,FedEx: International Economy,4-8 business days,73.9 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,5,12,8,1,10,DHL: Express Worldwide,1-6 business days,82.59 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,5,12,8,1,10,FedEx: International Priority,1-6 business days,94 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,5,12,8,1,10,USPS: Priority,10-14 business days,98.6 USD,USD,+ Insurance 3.96 USD,3.96
"Torrance, CA",Australia,Sydney,2000,5,12,8,1,10,USPS: Express,10-14 business days,107.68 USD,USD,+ Insurance 4.06 USD,4.06
"Torrance, CA",Australia,Sydney,2000,6,12,8,1,10,FedEx: International Economy,4-8 business days,79.38 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,6,12,8,1,10,DHL: Express Worldwide,1-6 business days,88.17 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,6,12,8,1,10,FedEx: International Priority,1-6 business days,94 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,6,12,8,1,10,USPS: Priority,10-14 business days,107.5 USD,USD,+ Insurance 4.03 USD,4.03
"Torrance, CA",Australia,Sydney,2000,6,12,8,1,10,USPS: Express,10-14 business days,116.95 USD,USD,+ Insurance 4.14 USD,4.14
"Torrance, CA",Australia,Sydney,2000,7,12,8,1,10,FedEx: International Economy,4-8 business days,86.84 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,7,12,8,1,10,DHL: Express Worldwide,1-6 business days,93.82 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,7,12,8,1,10,FedEx: International Priority,1-6 business days,95.53 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,7,12,8,1,10,USPS: Priority,10-14 business days,116.35 USD,USD,+ Insurance 4.11 USD,4.11
"Torrance, CA",Australia,Sydney,2000,7,12,8,1,10,USPS: Express,10-14 business days,126.26 USD,USD,+ Insurance 4.22 USD,4.22
"Torrance, CA",Australia,Sydney,2000,8,12,8,1,10,FedEx: International Economy,4-8 business days,93.3 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,8,12,8,1,10,DHL: Express Worldwide,1-6 business days,99.49 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,8,12,8,1,10,FedEx: International Priority,1-6 business days,102.49 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,8,12,8,1,10,USPS: Priority,10-14 business days,125.27 USD,USD,+ Insurance 4.19 USD,4.19
"Torrance, CA",Australia,Sydney,2000,8,12,8,1,10,USPS: Express,10-14 business days,135.59 USD,USD,+ Insurance 4.3 USD,4.3
"Torrance, CA",Australia,Sydney,2000,9,12,8,1,10,FedEx: International Economy,4-8 business days,100.47 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,9,12,8,1,10,FedEx: International Priority,1-6 business days,103.68 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,9,12,8,1,10,DHL: Express Worldwide,1-6 business days,105.1 USD,USD,Insurance Included,0.0
"Torrance, CA",Australia,Sydney,2000,9,12,8,1,10,USPS: Priority,10-14 business days,134.18 USD,USD,+ Insurance 4.26 USD,4.26
